Gene	177_759_LV	177_759_RV	180_760_LV	180_760_RV	181_761_LV	181_761_RV	182_762_LV	248_770_LV	250_668_LV	250_668_RV	252_673_LV	253_674_LV	253_674_RV	257_783_LV	257_783_RV	264_796_LV	264_796_RV	626_692_LV	631_703_LV	631_703_RV	636_740_LV	636_740_RV	637_741_LV	637_741_RV	645_750_LV	645_750_RV	647_753_LV	647_753_RV
Psmd12	1436	782	1542	976.999	1045	1444	1041	1017	1524	1519	1142	1092	1276	1304	991	1374	1004	1098	982	1307	1726	892	1119	1185	1157	1128	1268	1313
Psmd13	894.255	539.428	802.12	576	545.747	654.48	571	421.561	707.591	642.389	521.7	456.512	724.935	772.851	661.859	812.733	629	459.734	480.734	587.714	828.864	444	438.235	517.827	409	517.001	581.067	610.473
Psmd14	1178.934	603.852	732.591	622.276	643.746	717.829	517.706	451.931	932.551	797.703	538.714	535.826	791.633	749.78	719.901	804.929	758.625	607.661	557.706	647.794	876.791	439.858	609.773	512.845	541.887	507.623	557.805	700.879
Psmd2	3152.752	1837.376	2503.172	2126.933	2202.631	2344.939	2012.55	1963.833	2982.501	3002	2126.87	2187.947	2562.617	2508.596	2398.149	2858.86	2175	2348	2005.017	2687.597	3487.749	1868.945	2196.931	2380.527	2199	2163.646	2402.399	2362.705
Psmd3	2371	1208.999	1890.001	1589.999	1576	1513.999	1436	1307	2048	2000	1389	1298.001	1394.001	1743	1661	1952.001	1498.001	1543	1508.999	1593.999	2364.999	1248.001	1354	1383	1316	1426	1663	1374
Psmd4	1051	612	1132	880.001	730	984	897	629	981	945	692.999	740	992	836	834.999	1132	793	570	710.999	883	1143	613	774.999	703	717	703	808	795.001
Psmd5	504	337	372	297	295	330	186	306	365	365	310	269	333.001	370	428	281.999	297	305	235	364	367.999	231.999	233	273	219	284.999	263	346.999
Psmd6	817.455	501.078	719.606	581.816	608.256	708.597	487.111	466.575	895.683	764.217	509.391	518	755.298	655.116	684.474	761.572	585.415	594.357	569.688	671.148	996.879	515.359	630.263	541.843	555.658	590.548	670.94	731.538
Psmd7	1032.63	705.437	982.58	804.06	767.776	1014.632	717.243	589.125	1045.932	939.554	757.399	703.539	912.285	944.898	828.915	883.748	802.892	693.567	642.903	823.726	1069.699	659	743.417	736.014	731.674	767.855	916.257	910
Psmd8	1974.099	1113.015	1588.854	1299.962	1319.498	1741.652	1298.236	886.041	1552.542	1633.468	1198.161	1204.062	1623.447	1637.701	1493.276	1698.799	1452.85	964.414	1109.826	1323.622	1811.115	818.78	1094.582	1031.807	935.724	1072.191	1002.88	1285.252
Psmd9	183.179	134.002	221.394	217.948	144.961	213.921	145.903	155.526	241.692	233.924	233.431	156.418	204.153	212.627	250.039	294.698	204.043	166.422	145.719	185.465	211.007	175.032	163.733	170.052	147.533	126.195	188.052	166.358
Psme1	1342.001	1092.517	1293	928	1590.001	2475.999	970	1423.001	2630	2257	1589	1917	2460	1382	1023	1326.999	1094.001	1907	1479.524	1974	2638	1371.999	1649	1681.995	1712.001	1711	2017.986	2754
Psme2	344.488	255.381	193.927	174.511	299.49	476.107	232.919	195.969	458.558	425.382	276.282	267.85	531.744	207.829	231.126	271.9	226.469	181.731	225.926	314.598	387.928	224.672	235.574	226.931	260.007	289.404	336.15	369.157
Psme2b	143.512	119.618	47.069	61.49	66.51	74.893	36.081	34.031	92.443	81.618	50.71	86.15	143.254	172.169	127.875	37.091	17.529	83.269	56.073	134.401	103.071	68.327	76.426	41.069	65.994	47.596	52.85	92.843
Psme3	2386	1202.999	1656	1264	1373	1587	1121	1398	1927	1725	1370	1161.001	1576	1578	1392	1554	1278	1323	1352	1401	2093	1116	1309.001	1434	1133.999	1357	1448	1470.999
Psme4	5367	7770.999	14297.999	10193	8068.999	8212.001	9663.001	7435	11053.001	11277	7081	6577	8670.001	10705.999	11153.001	16643.001	12614	7948	8627	11205	12109.999	6785	9152.001	9887.001	5840	6968	7647.999	8244.001
Psmf1	403	358	466.001	472.999	358	465	284	371.001	494.001	509.999	349	356.001	534	495	479	561	467.001	353	319.001	453	554	280	328.999	401	310.001	382	418	482.001
Psmg1	162.582	98.997	109.931	58.755	178.667	145.839	97.979	111.227	175.123	194.786	135	132.725	208.869	136.572	70.706	116.354	52.737	177.902	151.951	183.295	279.848	51.932	142.827	129.305	132.466	186.606	224.242	189.858
Psmg2	152.724	124.912	107.099	68.716	154.774	136.104	72.899	124.563	227.63	285.223	105.195	132.574	187.023	93.584	116.331	138.475	52.41	112.251	123.772	160.193	183.283	155.382	109.501	159.512	130.722	151.781	145.434	216.009
Psmg3	76	33	25	14	37	53	27	26	51	46	46	29	62.001	55	62	42	14	36	41	42	64	22	46	29	32	31	55	45
Psmg4	75	32	65	36	47	62	19	30	34	87	52	56	58	37	33	30	31	34	16	38	42	17	26	24	48	52	32	42
Psors1c2	3	0	0	4	1	0	0	0	0	2	0	2	3	0	1	1	4	1	0	1	1	0	1	0	0	3	1	1
Pspc1	763.999	598	540.001	524	445	530.999	267	330	669	625	524	439	680	522.999	525	565	596	399	404	499.999	748.999	415	439	478	469.999	449	494	460
Psph	70.148	51.251	54.441	35	44.387	102.189	40.047	68	93.208	81.388	66.044	38.22	67.427	70.133	54.415	59.027	80.23	66.64	52.999	71.372	115.297	90.055	34.212	68	99.183	71.463	57.091	89.129
Pspn	1	0	3	2	0	1	0	1	5	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0
Psrc1	49.099	36.103	0	17	6	10	8	0	14	40.891	22.298	12	32	20.606	31	25.282	21	6	8	9	5	11	2	0	3	3	2	5
Pstk	140.485	148.31	196.642	146.638	163.347	194.553	149.372	208.911	271.876	246.318	121.617	209.568	219.284	214.42	211.705	209.746	160.983	202.322	159.429	257.279	328.413	218.066	220.586	274.818	191.198	203.888	224.866	276.442
Pstpip1	548	243	90	123.001	78.001	100.001	71	32	55.999	101	48	32	161.999	158.999	157.999	165	235	26	56	74	39	17	18	22.999	50.001	46	25	14
Pstpip2	413.301	226.026	406.785	215.276	459.103	365.97	411.682	410.962	604.752	426.059	463.818	381.874	427.115	484.555	317.669	419.925	241.602	512.932	434.942	506.711	755.731	409.962	498.536	497.801	362.207	376.628	467.603	497.322
Ptafr	956	582	82	96	157	268	62	45	219	279	105	110	229	400	438	157	194	48	120	265	116	87	53	91	85	114	85	76
Ptar1	12.851	0	12.236	0	0	16.746	0	0	0	0	6.898	0	0	0	0	7.51	0	6.945	0	0	18.372	0	2.093	5.695	0	0	21.675	33.986
Ptbp1	4537.623	2436.232	1451.715	1345.437	1196.001	1554.638	822.968	717.955	1595.999	1685.383	1179.759	1025.001	1653.956	1891.242	1953.738	1581.892	2255.471	830.999	963.971	1290.608	1411.567	908.804	831.946	932.837	897.558	1079.301	932	999.305
Ptbp2	470.982	423.712	561.537	522.356	220.877	285.634	270.552	261.205	449.79	368.306	263.636	351.912	382.522	405.697	456.1	430.239	470.403	370.678	328.88	364.771	529.793	357.292	315.861	257.644	315.176	317.334	406.261	483.663
Ptbp3	6432	4308.999	3291	2798	1785	2227	1351	1341	2549	2696	1866	1742.001	2626	3621	3756	3942	4541	1449.001	1927.001	2631.999	2231	1968	1404.001	1563.822	1452	1862.001	1630.001	1645
Ptcd1	283.271	285.465	563.241	437.036	300.595	307.171	348.048	319.179	485.948	398.738	246.518	249.963	398.653	413.935	378.644	548.131	402.294	375.737	302.283	332.006	546.546	301.353	259.071	284.532	258.554	291.588	357.634	364.239
Ptcd2	459	497	776	464	693	770	552	666	921	688	789	644	891	748	592	623	382	751	655	886	1197	587	756	724	636	652	769	889
Ptcd3	818.064	567.453	1205.259	763.517	1348.865	1346.741	707.419	1537.383	2268.139	1690.979	1137.1	1316.938	1524.917	1075.35	807.819	1221.019	760.616	1519.845	1602.532	1843.707	2635.439	1324.249	1720.499	1680.41	1319.415	1367.053	1724.283	1871.809
Ptch1	663.853	763.795	838	650.504	572.561	592.561	447.955	596.558	910.945	752	617.999	561.451	679.851	825.853	819	609	559	775.966	565.998	830.947	1075.528	681.421	545.914	593.855	559.95	611.884	700.892	692.906
Ptch2	69.001	263	48	41	77	70.999	34	30	72.999	84	60	67	141.999	102	94	26.999	46	33.001	39	58	65	45	9	30	24	45	39	35
Ptchd1	16	30	14	14	20	16.117	2	5	12	13	19	1	28	29	32	30	21	7	11	27	9	7	10	2	2	17	17	4
Ptchd2	2	3	11	1	0	0	0	0	2	1	2	0	2	2	0	5	8	1	1	1	5	0	0	0	0	0	1	0
Ptchd3	0	0	1	0	0	0	0	4	1	5	1	1	1	0	0	0	0	6	0	1	9	7	1	5	4	12	4	5
Ptchd4	0	0	0	0	0	0	0	0	0	0	0	0	1.215	0	0	0	0	0	0	4.02	0	0	0	0	0	2	0	0
Ptcra	0	0	3	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0
Ptdss1	829.338	472.214	425.023	496.621	479.752	661.067	420.397	452.958	616.896	568.782	495.212	479.474	837.038	592.037	513.401	525.672	492.381	415.827	381.566	666.286	791.168	585.967	631.957	513.085	381.439	627.241	327.218	642.821
Ptdss2	257.888	275.283	358.927	233.812	258.999	308.421	230.37	245.579	420.845	403.437	305.177	243.755	317.728	412.969	313.49	302.088	289.482	310.981	319.909	344.234	427.738	255.287	281.941	294.51	304.195	226.848	320.641	368.363
Pten	5987.555	6599.054	7101.966	6433.137	4154.65	4017.907	3571.24	3731.477	6397.923	6158.016	4488.813	4013.8	4616.13	6026.85	6252.109	8075.392	8176.235	4479.95	4311.733	5717.888	6567.044	4211.415	4219.575	4522.086	3359.331	3947.66	4520.818	4079.063
Pter	217	169.001	206.001	158.001	233.001	184	133	207	334	318.001	223.999	222	283	211	187	174	188	229	216	318	344	185	256.999	257.001	193	216	217	211
Ptf1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptf1aos	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptgdr	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Ptgdr2	3.128	0	0	2.168	0	8.326	0	5.331	3.126	3.225	4.108	2.231	2.19	1.04	2.128	2.086	1.018	2.026	1.037	5.365	1.026	0	6.159	0	1.041	1.011	2.214	4.384
Ptgds	983.001	611	1874	784	2001	1362.001	4009.001	2418	3447	2389	1948.001	1927.001	1523	4475	1272	2566.001	586	1597.999	3385.001	2672.001	5941.998	2106.999	3594.001	1147.999	1349	1454	2406	1382.999
Ptger1	341.536	165.338	185.931	167.005	160.305	151.222	128.443	101.267	217.023	182.682	151.345	103.86	169.287	257.453	255.674	321.954	264.37	127.817	97.087	145.833	190.245	81.129	86.297	60.105	108.1	137.192	121.863	110.539
Ptger2	39.197	2.734	3.405	9.517	2.535	20.87	0	2	7.722	3.121	0	1.522	7.401	8.585	1.835	9.918	12.94	3	3.848	10.856	4	3.139	5	4	0	2.64	0	0
Ptger3	2	7	16.82	4.991	3	1	0	1	0	0	1	0	1	3.572	1.247	7	2	2.302	5	7	5	4	0	6	1	0	1	2
Ptger4	543.9	612.851	248.694	284.286	211.059	242.318	127	168.252	370.795	444.801	334.678	205.633	321.612	359.539	330.873	525.638	729.738	182.516	382.659	331.665	239.614	193.006	182.813	214.607	177.484	266.943	172.768	213.354
Ptges	86	130	61	67	26	112	19	18	47	57	27	42	99	68	131	42	81	38	38	51	38	22	17	39	17	33	29	41
Ptges2	319	156	272	186	342	392	251	444	540	469	376	298	396	357	294	415	219	433.001	373.001	390	677.997	414	415	475	289	355	461	465
Ptges3	3501	2049	1699	1308.001	1715.855	2052.999	1013	1377	2543	2576	1903	1700	2403	2212	1972.001	1670	1774	1757.789	1555	1928	2282	1474	1591	1951	1624	2004	1813	2116
Ptges3l	95.678	103.288	213.235	154.108	184.618	179.026	148.641	86.072	257.395	239.508	160.996	146.172	188.863	206.749	155.908	197.008	116	124.091	139.657	206.404	179.613	169.991	174.156	173.999	144.083	135.18	163.213	249.538
Ptgfr	55	175.776	87.298	279.369	52	69.834	42.749	63.939	135.247	189.998	98	54.727	170.499	151.856	351.56	82	104	101.288	84	149.215	119	78.008	65.787	169.735	138.829	159.839	94.886	194.828
Ptgfrn	2768.29	3062.855	2075.051	2283.364	1425.239	1649.028	846.941	812.87	1977.704	2319.419	1430.138	1152.355	1961.047	2378.2	2748.404	2703.842	3193.394	880.027	1095.45	1527.665	1489.555	821.699	667.858	1003.991	992.896	1180.418	1066.108	1093.672
Ptgir	203	319	126	133	168	253	116	124	186	206	180	155	330	482	541	71	156	135	117	227	226	119	93	108	97	177	127	152
Ptgis	575.869	737.695	353.999	582.84	215.676	308.837	176.448	82.093	239.41	269.141	129	125	401.588	604	715	464.031	624.801	77	112.75	218	140.401	119	88.392	79	123.651	129.114	74.976	118.79
Ptgr1	101	52	26	25	33	28	14	18	36	73	20	10	43	44	44	41	56	10	6	47	33	12	24	15	25	17	18	24
Ptgr2	1189.31	1507.04	3218.512	1912.857	2931.619	2766.58	2176.516	3039.341	5228.612	4374.914	2984.252	3057.746	3109.592	3232.346	2870.86	2982.984	1810.038	3871.364	3371.75	3718.832	5790.754	2881.639	3506.684	3485.377	3150.847	3572.118	3911.65	3999.579
Ptgs1	344.987	431.543	685.991	605.849	170.969	202.831	202.998	102.999	251.875	307.572	132.979	126.999	205	400.759	423.96	395.998	390.001	133.001	102.986	170.999	146	129	100.973	186.994	122.001	131	145.989	187.705
Ptgs2	444	126	44	61	50	81	35	18	71	128	104	27	91	83	185	110	150	6	194	138	35	10	21	17	30	41	21	18
Ptgs2os	12	6	7	10	12	24	4	3	0	5	2	0	15	3	8	5	15	0	2	7	8	2	1	1	4	6	0	2
Ptgs2os2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pth	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pth1r	137.176	263	225	203	73	85	96	73	109.628	120	0	53.94	107.472	231	209.909	165	186	105	61	106	83	59	68	80	57	63	65	73
Pth2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pth2r	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Pthlh	13	31	25	37	5.343	15	0	10	4	2.725	12	16	29	35	41	30	20	4.729	9	17	20	0	9	8	0	0	11	0
Ptk2	1076.967	939.858	804.914	459.588	569.064	648.108	395.907	455.772	778.34	682.106	617.37	685.764	712.66	1014.623	791.796	750.044	705.28	542.063	576.868	671.396	766.728	427.013	467.524	419.3	321.038	588.198	571.202	561.78
Ptk2b	1535.999	910	605	680.999	417.001	585	290	124	488	580.999	345	320.999	649	937	865.999	766.999	895	155.001	348	392.999	378	196	212	211	218.999	199.999	175	190.001
Ptk6	2	5	19	3	2.001	3	2	0	1	0	1	0	0	2	1	3	3	2	1	0	3	4	1	0	4	3	4	0
Ptk7	399.26	384.843	214	219.412	128	145.222	108.148	68.932	199.337	212.436	114.986	91.409	159.672	244.821	252.878	310.791	389.508	71	70.403	111.007	113.085	60	49.539	72.042	96.701	93	95.066	84.512
Ptma	8408.594	6157.464	3613.511	3577.671	3290.913	4964.285	1750.29	1785.722	4136.501	4348.903	3303.942	2946.681	5751.908	5264.888	5247.738	3646.612	5381.752	2494.95	2435.971	3596.125	3799.742	2274.851	2146.946	2232.971	2959.542	3261.916	2624.949	2989.825
Ptma-ps1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptms	2933.92	2579.746	1713.399	1928.171	2036.314	1464.883	843.492	870.102	2132.738	1927.938	1955.723	1360.203	1527.094	2787.64	2528.699	2158.896	2060.71	1429.516	804.881	1092.566	1812.422	528.82	1020.375	782.434	1314.806	1206.202	1312.678	661.657
Ptn	954.416	1607.031	540.837	650.804	160.368	368.253	19.982	59.091	264.148	427.971	158.04	261.597	701.788	543.962	624.344	440.837	690.869	63.832	128.324	128.872	64.373	35	10	16	75.853	154.877	94.793	56.735
Ptov1	608.348	350.544	503.074	354.661	444.918	448.775	413.762	463.068	769.566	561.381	404.181	336.228	529.133	384.124	504.203	621.196	374.525	587.598	477.49	503.688	903.232	413.457	374.562	456.683	334.054	491.667	580.637	638.657
Ptp4a1	5631.939	4151.769	6422.519	3692.462	3754.815	3692.01	3017.501	3172	5534.238	5447.229	4136.215	3563.366	4407.842	4836.474	4384.454	6155.184	4447.463	3657.45	3117.948	4790.141	5150.88	2721.359	3493.253	4089.873	3090.863	3433.129	3087.543	3709.457
Ptp4a2	5481.999	5355	6032	4935.936	4627	5485	3837.999	4731.939	7081.947	7046.001	5153	4916	6403.999	7003.999	6972	6383	6035	5525	4400	5901	7147	3431	4441	4924	4228	4756.999	5033	5370.999
Ptp4a3	168.777	149.085	362.453	359.59	210.014	208.157	175.111	303.536	431.461	369.766	315.145	200.163	179.015	312.563	239.961	373.144	249.609	364.087	303.282	323.795	387.888	286.04	268.635	284.978	273.118	317.086	242.994	242.703
Ptpdc1	160.864	331.54	211.389	196.004	156.381	153.594	114.651	152.722	271.372	270.883	181.203	119.558	191.574	255.457	292.502	286.583	223.088	87.907	167.147	153.203	223.861	162.68	167.595	181.185	113.62	179.054	155.125	158.05
Ptpla	496	360	379	442	407.001	576.999	501	422	719	682	426	380	576	427	563.999	415	413	473	430	462.001	718	280	362	329	450	398	434	543
Ptplad1	505	419	362	354	295	417	217	280	466	507	367	263	469	468	527	368	374	371	280	419	496	310	247	355	295	342	321	398
Ptplad2	739.526	556.281	246.366	239.985	228.474	359.418	163.37	182.589	361.348	457.868	250.232	257.84	406.753	488.574	589.723	466.275	466.022	212.785	263.602	392.617	306.317	266.338	228.051	177.03	231.236	297.521	234.92	257.889
Ptplb	268.473	167.762	130.851	174.594	158.628	208.45	86.006	119.444	211.999	214.212	141.061	103.481	233.61	155.653	225.165	172.845	207.78	124.406	98.132	182.364	183.496	130.638	98.349	123.555	120.111	130.461	135.892	193.418
Ptpmt1	223.067	127.665	246.979	190.854	155.631	221.981	165.572	140.605	246.629	177.732	153.033	189.716	198.267	266.629	235.639	267.989	263.422	161.755	157.589	182.61	306.985	208.953	177.655	178.862	147.628	149.872	244.987	217.34
Ptpn1	1887	1096.942	774.001	678.001	538.001	596	436.999	318	657.001	763.999	492.001	440.001	703	924.998	955	847	1026.001	387	440.999	548.001	651	346.999	317.001	358	355	399	487.007	329
Ptpn11	4123	4226	8854.49	7401	4983	4572	7704	3952	6251	5590	4959	4200	5120	9118	8659	9072.999	6618.001	4491.999	4746.999	5580	7742.001	3585	4937.001	4232	3541.001	4091	4599	3867
Ptpn12	1788	1321.414	1171.001	1103	694.999	849.801	651.99	538.999	994.027	1081.164	786	656.794	911.994	1162.573	1221.377	1191.622	1296.999	609.016	746.999	1002	980	608	658	634	692.001	767	658.023	576
Ptpn13	236.807	387.117	205.842	228.219	142.959	247.591	134.148	173.783	197.477	248.109	158.018	182.268	316.811	200.119	403.186	269.276	277.18	131.912	154.369	172.948	251.397	169.575	142.108	134.342	111.928	159.165	196.627	152.769
Ptpn14	1822	3535.558	2760.17	2697	1950.001	2277.755	1399.794	2031.999	2911.997	2505.789	2221.512	2019.999	2547.997	2802.922	2954.928	1908.989	2331	1935.9	1817	2167.921	3271.871	1592.986	1793	2036.27	1913	2075.001	2343.921	2175.69
Ptpn18	266.545	178.083	70	56.818	88.618	116	31	48.953	96.244	139.999	67.499	72.834	169.048	152.127	178.781	102	195.995	49.232	53	77.922	71.995	51.946	46	55	42	88	83	82
Ptpn2	592	352	450	303	336	365	242	272	443	465	310	303	422	414	419.999	448	448	325	232	349	396	277	257	279	279	273	294.999	341
Ptpn20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Ptpn21	1377.958	1181.929	1333.533	1179.116	1407.179	1511.353	1090.87	1007.055	1821.435	1401.527	1391.591	1183.1	1473.035	1752.919	1558.75	1416.824	1279.59	1397.836	1272.628	1445.772	1760.654	942.277	1128.388	1144.052	1104.062	1159.034	1208.85	944.049
Ptpn22	310.268	232.655	47.439	101.41	50.47	111.151	36.953	18	85.501	84.155	85.589	60.38	134.133	134.373	110.905	133.613	197.529	20	42.294	89.767	13	20	8	8	28.39	58.209	25.854	16.985
Ptpn23	1904.105	1303.51	1014.323	907.346	879.868	814.514	783.607	622	1177.31	1331.532	914.673	804.659	843.046	1309.188	1246.291	1197.391	1107.328	680.008	694.943	885.872	1266.582	621.126	785.364	641.104	703.639	668.845	831.974	542.878
Ptpn3	509.999	803	1256	753	1183	992.999	603.999	1203	1789	1357	977.999	941	1109	990	929.001	1260	767	1312	1308	1474	1886.001	965	1292	1600.001	1041	1167	1412.001	1471
Ptpn4	1495	1344	2012	1421	2281.999	2161	1405.999	2141	2750	2418.001	2540	2226.001	2324	2450.999	2206	2120.001	1635	2231	2317.999	2691	3160	1822	2137.999	2344	1724.999	1687	2244	1886.999
Ptpn5	4	5	1	0	1	0	1	0	6	3	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0
Ptpn6	999.481	511	103.864	109.937	226	306.212	82	61.746	226	308.948	160.79	125	329.719	383.488	317.861	94.976	283.957	72.845	115	192.673	89.971	65	66	71	133.92	179	90.582	74.916
Ptpn7	240	79	18	52	73	99.999	20	11	78.001	73	34	39	128	84	114	16	50.001	20.001	41	50	28	15	19	10	20.999	45	31	26
Ptpn9	933.221	902.408	630.041	741.08	411.774	558.866	312	282.622	574.167	515.317	469.11	345.722	594.466	745.908	824.575	804.406	960.621	331.078	372	530.983	443.601	268.177	335.105	318.672	309.479	340.733	302.586	309.753
Ptpra	1106.434	1260.343	968.493	842.137	776.601	733.83	528.472	568.113	919.266	990.294	687.5	596.3	858.071	1125.881	1203.614	962.499	1029.971	628.014	639.422	851.885	935.072	564.074	610.451	577.289	507.027	583.241	742.161	573.814
Ptprb	7477.271	7797.659	13854.834	11148.846	6157.16	7067.248	7115.315	6425.575	9050.32	7328.58	7335.428	6277.316	6988.598	10836.577	11374.503	13447.977	10369.625	7413.696	6907.186	8868.518	10247.646	8926.335	6841.347	7024.305	5562.892	7032.909	7367.187	6402.099
Ptprc	5911	4138.999	518	740	962	1572	414	312	1409	2160.999	943	965	2177.001	2158.001	2426.001	1172	1568	374	709	1542.001	488	419.001	328	386	662	1106.001	433.999	371
Ptprcap	0	24.626	8.816	8.683	0	20.39	0	0	7.077	15.007	0	6.456	43.001	9.141	0	12.478	14.006	12.512	11.159	9.959	0	0	0	0	0	0	0	0
Ptprd	713	1372	1168.999	1069	615.999	642.001	422	653.001	1033	937	680	578.001	867	946	1092.002	1165.933	1481	612.001	649	855.925	900	599.001	568.001	744.001	555	726	805	903
Ptpre	404.828	249.568	165.912	85.411	197.328	205.578	147.004	103.358	0	78.722	181.681	195.375	25.777	181.381	181.143	195.823	115.253	52.057	193.791	94.815	282.205	53.325	0	130.58	0	53.274	68.5	87.737
Ptprf	791.826	1113.999	415.668	589.232	253	315.343	398	90	274.863	410	285	217.999	415	813.837	1063.617	600	854	70.656	127.608	191.001	178.141	62.939	132	139	128.797	152.206	105.921	100
Ptprh	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
Ptprj	3648.999	2842.001	1613	1908.001	1002	1447.621	798	478	1314	1590.001	878	818	1682	1968	2338	2348.805	3004	532	696	1199	839	627	501	509	722.001	1018	577	708
Ptprk	309.618	228.589	332.352	230.295	214.196	247.86	183.408	243.021	441.277	376.475	417.376	256.789	279.097	410.976	307.952	366.849	390.608	222.921	313.842	356.173	440.026	228.175	214.658	240.056	335.691	303.18	241.693	270.466
Ptprm	957.941	984.891	1465.505	1044.952	1181.987	940.432	837.442	1248.453	2125.623	1494.582	1043.033	878.509	1135.793	1087.815	1107.911	1232.999	970.859	1083.226	1212.432	1617.145	2063.08	1084.638	924.377	1215.117	1132.292	911.861	1671.435	1400.902
Ptprn	526	184	180	151	125	154	156	88	159	226	101	88	142	312	168	268	147	67	131	122	161	62	102	63	124	61	85	112
Ptprn2	2	0	1	5	0	10	7	2	8	3	1	1	4	11	2	7	3	1	4	5	12	1	0	13	0	5	3	1
Ptpro	0	0	0	10.881	0	15.926	0	0	9.446	29.716	1.439	4.333	4.999	0	21.964	0	0	0	0	2.913	0	3.739	0	0	0	0	1.434	0
Ptprq	0	0	0	3	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	1	0	0	0	0	0
Ptprr	27	22	68	37	21	33	34	29	50	21	20	33	25	30	38	102	83	34	37	37	38	32	41	16	26	34	28	20
Ptprs	1895.588	2392.814	1583.749	1883.783	1626.787	1461.436	1022.638	1469.005	3061.473	2801.863	1333.441	1671.319	2021.656	2356.078	2852.753	1862.881	2446.204	1472.008	1436.297	1910.041	2516.361	1447.822	1441.51	1493.629	1432.429	1676.157	1987.105	1305.191
Ptprt	0	4	13	19	2	0	9	4	2	4	5	3	4	9	12	12	9	0	0	5	4	2	1	7	4	0	0	1
Ptprtos	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Ptpru	62	185	290	264	117	113	189	151	189	149	101.999	101	167.001	191	226	243	242	196	90	132	182	166.001	150	184	125.001	157	179	172
Ptprv	62.993	86.636	20	25	16	35	5	2	31	45	7	8	31	45	43	29	17	21	18	26	3	6	2	8	10	12	15	9
Ptprz1	0	18.483	1.733	3.703	9.677	0	2	0	0	0	0	22	22.106	26.888	0	0	0	27.232	0	16.089	35.55	0	6.647	44.203	7	53.489	7.605	0
Ptrf	8472.54	6349.723	6892.637	6264.568	7253.854	6446.71	4287.764	4872.975	8118.354	7543.693	7330.172	5848.461	6622.973	7784.58	8369.408	6631.902	5649.355	5601.281	5288.127	6715.819	10070.648	5112.603	5256.144	5372.668	5353.136	5751.059	6422.334	4557.767
Ptrh1	88	15	10	7	17.8	19	10	16	29	45	16	8	16	33	19	14	38	12	19	18	26	19	19	25	13	30	16	24
Ptrh2	388	169	261	191	213	245	136	157	309	274	150	176	286	276	269	327	296	216	169	265	280	189	227	196	180	214	184	261
Ptrhd1	109.208	74.171	111.838	62.043	128.609	105.886	52.622	105.406	111.734	138.146	90.273	82.226	114.09	102.202	119.969	92.267	66.724	86.225	59.026	92.332	124.978	61.434	106.751	85.899	98.553	100.663	63.296	123.106
Pts	67.48	97.213	129.93	127.371	129.521	142.886	102.149	151.111	251.288	187.18	105.596	190.074	170.735	90.693	97.444	140.987	118.503	149.79	138.397	140.671	250.036	110.699	145.805	197.036	145.14	203.796	208.811	267.931
Pttg1	314.001	319	651	513.001	580	698	318	647.999	950.999	725.999	638	529.126	860	576.357	502	554	416	705	546.344	684.001	954.587	530	591.001	643	610.001	642.001	665	1113.001
Pttg1ip	1968.814	2132.158	2651.555	2425.069	1639.905	2034.123	1461.351	1425.919	2129.223	2136.219	1469.6	1419.134	1907.862	2406.946	2555.384	2719.823	2588.783	1424.861	1521.88	1701.416	2465.563	1248.396	1401.591	1444.332	1282.304	1654.598	1544.016	1796.572
Ptx3	491	277	49	105	23	47	16	6	28	18	24	8	40	78	79	191	966	0	27	27	4	2	7	9	9	15	3	3
Ptx4	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Puf60	1066.231	703.847	712.403	619.398	602.957	815.72	492.563	588.48	889.437	932.003	670.669	552.966	942.667	806.179	791.642	729.086	654.271	660.009	601.882	795.488	992.736	603.56	647.916	576.041	508.74	650.95	698.611	731.808
